host,service,pid,target,message,hour,minute,second,day_of_week,day,month,time_delta
3439435287861071516,sshd,6605,0,Accepted publickey for ubuntu from 10.0.0.50,21,22,34,1,20,3,2022808.0
3439435287861071516,sudo,5455,0,backup : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,21,24,17,1,20,3,2022911.0
171056740,cron,3474,0,Started System maintenance,21,28,10,1,20,3,2023144.0
3439435287861071516,service,2357,0,Started cron service,21,29,36,1,20,3,2023230.0
171056740,pure-ftpd,5524,0,"Connection from 172.16.0.25, user backup, command RETR file.txt",22,22,51,1,20,3,2026425.0
3439435287861071516,systemd,2434,0,Started Daily backup,22,29,36,1,20,3,2026830.0
172823800,sudo,4372,0,ci-cd : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,22,59,31,1,20,3,2028625.0
-5853922760334480549,sshd,9996,0,Accepted publickey for ubuntu from 172.16.0.25,23,4,51,1,20,3,2028945.0
171056740,service,3473,0,Started redis service,23,10,15,1,20,3,2029269.0
3439435287861071516,sshd,7128,0,Accepted publickey for ubuntu from 172.16.0.25,23,17,38,1,20,3,2029712.0
-5853922760334480549,cron,1381,0,Started System maintenance,23,21,52,1,20,3,2029966.0
171056740,sshd,6983,0,Accepted publickey for ci-cd from 85.245.107.41,23,41,25,1,20,3,2031139.0
3439435287861071516,cron,3746,0,Started Log rotation,23,47,19,1,20,3,2031493.0
3439435287861071516,systemd,9317,0,Started Daily backup,23,49,0,1,20,3,2031594.0
172823800,cron,7507,0,Started Log rotation,23,52,2,1,20,3,2031776.0
172823800,cron,2675,0,Started Daily backup,23,56,44,1,20,3,2032058.0
-5853922760334480549,systemd,8389,0,Started Log rotation,0,18,6,2,21,3,2033340.0
3439435287861071516,cron,3606,0,Started System maintenance,0,25,3,2,21,3,2033757.0
171056740,cron,9592,0,Started Daily backup,0,35,38,2,21,3,2034392.0
3439435287861071516,cron,7988,0,Started Log rotation,0,41,7,2,21,3,2034721.0
3439435287861071516,systemd,1018,0,Started System maintenance,0,48,15,2,21,3,2035149.0
-5853922760334480549,sudo,5505,0,developer : TTY=pts/1 ; COMMAND=docker ps,0,59,17,2,21,3,2035811.0
171056740,sudo,7597,0,developer : TTY=pts/2 ; COMMAND=apt update,1,19,12,2,21,3,2037006.0
3439435287861071516,sudo,2504,0,ubuntu : TTY=pts/2 ; COMMAND=cat /var/log/syslog,1,19,44,2,21,3,2037038.0
3439435287861071516,systemd,2466,0,Started Daily backup,1,22,12,2,21,3,2037186.0
-5853922760334480549,cron,7115,0,Started System maintenance,1,22,55,2,21,3,2037229.0
3439435287861071516,cron,9057,0,Started System maintenance,1,28,27,2,21,3,2037561.0
172823800,service,7256,0,Started postgres service,1,29,31,2,21,3,2037625.0
-5853922760334480549,systemd,6600,0,Started Daily backup,1,35,28,2,21,3,2037982.0
172823800,service,9055,0,Started docker service,1,43,49,2,21,3,2038483.0
-5853922760334480549,sudo,4451,0,backup : TTY=pts/2 ; COMMAND=apt update,2,9,10,2,21,3,2040004.0
172823800,service,8576,0,Started redis service,2,10,37,2,21,3,2040091.0
3439435287861071516,service,2837,0,Started redis service,2,31,55,2,21,3,2041369.0
-5853922760334480549,systemd,4656,0,Started Log rotation,2,48,23,2,21,3,2042357.0
172823800,sudo,4834,0,deploy : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l,2,49,27,2,21,3,2042421.0
171056740,service,1410,0,Started nginx service,2,50,44,2,21,3,2042498.0
3439435287861071516,cron,5994,0,Started System maintenance,3,16,26,2,21,3,2044040.0
172823800,systemd,1831,0,Started Daily backup,3,17,28,2,21,3,2044102.0
171056740,service,8764,0,Started redis service,3,46,47,2,21,3,2045861.0
3439435287861071516,vsftpd,6517,1,Anonymous login attempted from 194.87.139.38,3,47,51,2,21,3,2045925.0
3439435287861071516,sudo,3511,0,deploy : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,3,48,40,2,21,3,2045974.0
3439435287861071516,sudo,2233,0,ci-cd : TTY=pts/0 ; COMMAND=git pull,3,50,27,2,21,3,2046081.0
3439435287861071516,systemd,3367,0,Started System maintenance,3,52,25,2,21,3,2046199.0
172823800,sudo,1612,0,ubuntu : TTY=pts/1 ; COMMAND=docker ps,3,58,44,2,21,3,2046578.0
172823800,sshd,3464,0,Accepted publickey for backup from 172.16.0.25,4,20,24,2,21,3,2047878.0
171056740,sshd,2426,0,Accepted publickey for backup from 172.16.0.25,4,24,17,2,21,3,2048111.0
-5853922760334480549,service,4528,0,Started cron service,4,45,15,2,21,3,2049369.0
172823800,service,9686,0,Started nginx service,4,54,25,2,21,3,2049919.0
171056740,systemd,8644,0,Started Log rotation,4,55,44,2,21,3,2049998.0
-5853922760334480549,sudo,1716,0,backup : TTY=pts/2 ; COMMAND=cd /var/www,5,9,52,2,21,3,2050846.0
171056740,sudo,5258,0,admin : TTY=pts/1 ; COMMAND=ls -la,5,10,31,2,21,3,2050885.0
-5853922760334480549,systemd,2692,0,Started Daily backup,5,15,28,2,21,3,2051182.0
172823800,sshd,3977,0,Accepted publickey for developer from 10.0.0.50,5,24,21,2,21,3,2051715.0
-5853922760334480549,cron,7217,0,Started Log rotation,5,26,31,2,21,3,2051845.0
3439435287861071516,sudo,9229,0,backup : TTY=pts/0 ; COMMAND=ls -la,5,28,1,2,21,3,2051935.0
3439435287861071516,systemd,5514,0,Started Daily backup,5,34,33,2,21,3,2052327.0
172823800,systemd,9599,0,Started Daily backup,5,36,44,2,21,3,2052458.0
3439435287861071516,sudo,2264,0,ubuntu : TTY=pts/1 ; COMMAND=systemctl restart nginx,5,41,27,2,21,3,2052741.0
171056740,sudo,1356,0,deploy : TTY=pts/0 ; COMMAND=git pull,5,57,49,2,21,3,2053723.0
-5853922760334480549,sshd,5701,0,Accepted publickey for ubuntu from 172.16.0.25,6,3,59,2,21,3,2054093.0
172823800,sshd,3875,0,Accepted publickey for admin from 10.0.0.50,6,5,26,2,21,3,2054180.0
3439435287861071516,service,4266,0,Started postgres service,6,8,26,2,21,3,2054360.0
3439435287861071516,cron,5796,0,Started Daily backup,6,16,39,2,21,3,2054853.0
3439435287861071516,systemd,7629,0,Started System maintenance,6,33,31,2,21,3,2055865.0
172823800,sudo,1195,0,developer : TTY=pts/0 ; COMMAND=cat /var/log/syslog,6,56,37,2,21,3,2057251.0
3439435287861071516,cron,9014,0,Started Daily backup,7,0,48,2,21,3,2057502.0
3439435287861071516,sudo,1365,0,ubuntu : TTY=pts/0 ; COMMAND=docker ps,7,0,52,2,21,3,2057506.0
172823800,sshd,8190,0,Accepted publickey for admin from 10.0.0.50,7,15,6,2,21,3,2058360.0
172823800,sudo,1856,0,backup : TTY=pts/2 ; COMMAND=apt update,7,20,15,2,21,3,2058669.0
3439435287861071516,sudo,4969,0,ci-cd : TTY=pts/0 ; COMMAND=cd /var/www,7,24,21,2,21,3,2058915.0
3439435287861071516,service,4607,0,Started nginx service,7,29,57,2,21,3,2059251.0
3439435287861071516,cron,7248,0,Started System maintenance,7,30,39,2,21,3,2059293.0
3439435287861071516,sshd,1691,0,Accepted publickey for ubuntu from 10.0.0.50,7,48,1,2,21,3,2060335.0
3439435287861071516,cron,4031,0,Started Log rotation,7,49,0,2,21,3,2060394.0
171056740,service,9053,0,Started mysql service,8,9,59,2,21,3,2061653.0
172823800,systemd,2752,0,Started Log rotation,8,39,17,2,21,3,2063411.0
3439435287861071516,cron,9281,0,Started System maintenance,8,39,21,2,21,3,2063415.0
171056740,sudo,8056,0,developer : TTY=pts/2 ; COMMAND=docker ps,8,50,37,2,21,3,2064091.0
3439435287861071516,sudo,5341,0,admin : TTY=pts/0 ; COMMAND=cd /var/www,9,2,39,2,21,3,2064813.0
171056740,service,5223,0,Started nginx service,9,39,53,2,21,3,2067047.0
171056740,cron,2910,0,Started System maintenance,9,52,36,2,21,3,2067810.0
171056740,sudo,1504,0,ci-cd : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,10,11,12,2,21,3,2068926.0
3439435287861071516,sudo,8785,0,developer : TTY=pts/1 ; COMMAND=apt update,10,23,34,2,21,3,2069668.0
-5853922760334480549,sshd,6377,0,Accepted publickey for ubuntu from 172.16.0.25,10,25,10,2,21,3,2069764.0
-5853922760334480549,sudo,9970,0,admin : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l,10,28,12,2,21,3,2069946.0
172823800,sshd,7291,0,Accepted publickey for ci-cd from 172.16.0.25,10,28,18,2,21,3,2069952.0
172823800,cron,2538,0,Started Log rotation,10,39,50,2,21,3,2070644.0
171056740,sshd,2587,0,Accepted publickey for ubuntu from 85.245.107.41,11,3,48,2,21,3,2072082.0
172823800,sshd,8658,0,Accepted publickey for ubuntu from 85.245.107.41,11,10,56,2,21,3,2072510.0
-5853922760334480549,cron,5136,0,Started System maintenance,11,15,33,2,21,3,2072787.0
171056740,service,5153,0,Started nginx service,11,34,32,2,21,3,2073926.0
-5853922760334480549,cron,3208,0,Started Log rotation,11,49,10,2,21,3,2074804.0
172823800,systemd,7565,0,Started Log rotation,11,52,16,2,21,3,2074990.0
172823800,sshd,4091,0,Accepted publickey for backup from 172.16.0.25,11,55,43,2,21,3,2075197.0
171056740,cron,1673,0,Started Daily backup,12,1,36,2,21,3,2075550.0
171056740,sudo,9481,0,ubuntu : TTY=pts/2 ; COMMAND=ls -la,13,0,11,2,21,3,2079065.0
172823800,cron,5312,0,Started System maintenance,13,4,52,2,21,3,2079346.0
3439435287861071516,sudo,9570,0,developer : TTY=pts/1 ; COMMAND=docker ps,13,11,57,2,21,3,2079771.0
-5853922760334480549,service,8541,0,Started postgres service,13,15,45,2,21,3,2079999.0
3439435287861071516,systemd,4934,0,Started Daily backup,13,16,58,2,21,3,2080072.0
-5853922760334480549,sshd,1077,0,Accepted publickey for ci-cd from 10.0.0.50,13,32,29,2,21,3,2081003.0
3439435287861071516,proftpd,5741,0,"Connection from 85.245.107.41, user ftp_user, command RETR file.txt",13,38,10,2,21,3,2081344.0
172823800,cron,6648,0,Started System maintenance,13,48,46,2,21,3,2081980.0
-5853922760334480549,cron,7869,0,Started Daily backup,13,48,51,2,21,3,2081985.0
3439435287861071516,sshd,8873,0,Accepted publickey for ci-cd from 85.245.107.41,14,21,22,2,21,3,2083936.0
3439435287861071516,service,7285,0,Started mysql service,14,22,9,2,21,3,2083983.0
-5853922760334480549,cron,7131,0,Started Daily backup,14,34,30,2,21,3,2084724.0
3439435287861071516,service,3699,0,Started mysql service,14,49,51,2,21,3,2085645.0
171056740,systemd,9182,0,Started System maintenance,14,53,52,2,21,3,2085886.0
171056740,sshd,2662,0,Failed password for admin from 85.245.107.41 port 51808,15,5,52,2,21,3,2086606.0
171056740,sudo,3691,0,ci-cd : TTY=pts/2 ; COMMAND=apt update,15,35,29,2,21,3,2088383.0
3439435287861071516,sudo,2561,0,ci-cd : TTY=pts/1 ; COMMAND=ls -la,15,46,54,2,21,3,2089068.0
-5853922760334480549,sshd,5623,0,Accepted publickey for ubuntu from 85.245.107.41,15,52,42,2,21,3,2089416.0
172823800,proftpd,7571,0,"Connection from 85.245.107.41, user web_upload, command CWD /uploads",16,1,58,2,21,3,2089972.0
-5853922760334480549,service,8081,0,Started postgres service,16,9,46,2,21,3,2090440.0
171056740,cron,9332,0,Started Daily backup,16,9,51,2,21,3,2090445.0
3439435287861071516,pure-ftpd,7144,0,"Connection from 85.245.107.41, user backup, command LIST",16,13,14,2,21,3,2090648.0
172823800,sudo,2895,0,backup : TTY=pts/2 ; COMMAND=apt update,16,20,15,2,21,3,2091069.0
3439435287861071516,systemd,1222,0,Started System maintenance,16,31,42,2,21,3,2091756.0
-5853922760334480549,systemd,5354,0,Started Daily backup,16,47,28,2,21,3,2092702.0
171056740,service,1916,0,Started nginx service,16,49,56,2,21,3,2092850.0
3439435287861071516,sshd,1942,0,Accepted publickey for deploy from 10.0.0.50,17,6,8,2,21,3,2093822.0
3439435287861071516,service,2487,0,Started docker service,17,13,14,2,21,3,2094248.0
172823800,sudo,8800,0,ubuntu : TTY=pts/1 ; COMMAND=systemctl restart nginx,17,28,24,2,21,3,2095158.0
-5853922760334480549,sshd,8303,0,Accepted publickey for ci-cd from 172.16.0.25,17,28,31,2,21,3,2095165.0
172823800,cron,2442,0,Started Log rotation,17,31,19,2,21,3,2095333.0
3439435287861071516,sudo,2450,0,ubuntu : TTY=pts/1 ; COMMAND=ls -la,17,39,29,2,21,3,2095823.0
172823800,sshd,8932,0,Accepted publickey for developer from 10.0.0.50,17,45,57,2,21,3,2096211.0
3439435287861071516,service,4514,0,Started redis service,17,46,9,2,21,3,2096223.0
171056740,service,4975,0,Started cron service,17,46,39,2,21,3,2096253.0
171056740,sudo,3725,0,ci-cd : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,17,57,54,2,21,3,2096928.0
3439435287861071516,service,2832,0,Started redis service,17,59,19,2,21,3,2097013.0
-5853922760334480549,systemd,4357,0,Started Log rotation,18,1,21,2,21,3,2097135.0
172823800,sudo,4448,0,ubuntu : TTY=pts/1 ; COMMAND=git pull,18,5,22,2,21,3,2097376.0
172823800,sshd,1346,0,Accepted publickey for ubuntu from 192.168.1.100,18,13,4,2,21,3,2097838.0
172823800,sshd,8156,0,Failed password for ubuntu from 10.0.0.50 port 36824,18,33,45,2,21,3,2099079.0
171056740,sudo,4049,0,ubuntu : TTY=pts/0 ; COMMAND=systemctl restart nginx,18,38,37,2,21,3,2099371.0
-5853922760334480549,service,4546,0,Started cron service,18,42,22,2,21,3,2099596.0
-5853922760334480549,sudo,4771,0,ci-cd : TTY=pts/2 ; COMMAND=systemctl restart nginx,18,43,56,2,21,3,2099690.0
-5853922760334480549,service,7582,0,Started docker service,18,50,33,2,21,3,2100087.0
-5853922760334480549,sshd,8252,0,Failed password for deploy from 172.16.0.25 port 40482,18,52,41,2,21,3,2100215.0
171056740,systemd,7234,0,Started Log rotation,19,5,0,2,21,3,2100954.0
-5853922760334480549,cron,3219,0,Started System maintenance,19,20,58,2,21,3,2101912.0
172823800,sshd,6075,0,Accepted publickey for deploy from 172.16.0.25,19,21,59,2,21,3,2101973.0
3439435287861071516,sshd,6681,0,Accepted publickey for ci-cd from 172.16.0.25,19,22,2,2,21,3,2101976.0
172823800,cron,6100,0,Started Daily backup,19,23,4,2,21,3,2102038.0
172823800,sshd,9604,0,Accepted publickey for backup from 85.245.107.41,19,30,27,2,21,3,2102481.0
3439435287861071516,service,3852,0,Started postgres service,19,37,43,2,21,3,2102917.0
-5853922760334480549,sshd,9203,0,Accepted publickey for developer from 10.0.0.50,19,40,32,2,21,3,2103086.0
3439435287861071516,systemd,7311,0,Started Daily backup,19,47,13,2,21,3,2103487.0
-5853922760334480549,sshd,7118,0,Accepted publickey for admin from 85.245.107.41,19,58,25,2,21,3,2104159.0
-5853922760334480549,service,1392,0,Started mysql service,20,6,5,2,21,3,2104619.0
171056740,service,9539,0,Started postgres service,20,17,59,2,21,3,2105333.0
-5853922760334480549,cron,8278,0,Started System maintenance,20,18,50,2,21,3,2105384.0
172823800,systemd,8498,0,Started System maintenance,20,35,24,2,21,3,2106378.0
172823800,sudo,5785,0,developer : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l,20,39,20,2,21,3,2106614.0
171056740,systemd,6632,0,Started Daily backup,20,39,51,2,21,3,2106645.0
-5853922760334480549,cron,5606,0,Started Log rotation,20,41,11,2,21,3,2106725.0
171056740,sudo,6842,0,admin : TTY=pts/0 ; COMMAND=systemctl restart nginx,20,42,42,2,21,3,2106816.0
3439435287861071516,systemd,3584,0,Started Log rotation,20,45,19,2,21,3,2106973.0
3439435287861071516,systemd,7266,0,Started System maintenance,20,58,19,2,21,3,2107753.0
172823800,service,6982,0,Started nginx service,21,4,20,2,21,3,2108114.0
171056740,cron,6239,0,Started Daily backup,21,5,11,2,21,3,2108165.0
3439435287861071516,cron,1091,0,Started Log rotation,21,5,34,2,21,3,2108188.0
3439435287861071516,sshd,2921,0,Accepted publickey for ubuntu from 10.0.0.50,21,6,35,2,21,3,2108249.0
3439435287861071516,pure-ftpd,3895,0,"Connection from 85.245.107.41, user ftp_user, command STOR backup.zip",21,18,31,2,21,3,2108965.0
-5853922760334480549,service,2277,0,Started nginx service,21,20,32,2,21,3,2109086.0
171056740,service,2884,0,Started postgres service,21,41,48,2,21,3,2110362.0
3439435287861071516,service,2017,0,Started redis service,21,52,37,2,21,3,2111011.0
171056740,sudo,7363,0,backup : TTY=pts/1 ; COMMAND=docker ps,22,12,57,2,21,3,2112231.0
171056740,sshd,3157,0,Accepted publickey for ubuntu from 10.0.0.50,22,20,38,2,21,3,2112692.0
-5853922760334480549,cron,8005,0,Started Log rotation,22,29,59,2,21,3,2113253.0
3439435287861071516,service,9078,0,Started postgres service,22,31,34,2,21,3,2113348.0
3439435287861071516,cron,5135,0,Started System maintenance,22,33,57,2,21,3,2113491.0
172823800,sshd,4838,0,Accepted publickey for ubuntu from 10.0.0.50,23,8,49,2,21,3,2115583.0
3439435287861071516,systemd,6316,0,Started Daily backup,23,22,8,2,21,3,2116382.0
172823800,service,2090,0,Started cron service,23,29,33,2,21,3,2116827.0
3439435287861071516,cron,1515,0,Started Log rotation,23,36,3,2,21,3,2117217.0
-5853922760334480549,systemd,6088,0,Started System maintenance,23,40,20,2,21,3,2117474.0
172823800,sshd,4316,0,Accepted publickey for developer from 192.168.1.100,23,46,58,2,21,3,2117872.0
-5853922760334480549,systemd,6857,0,Started System maintenance,23,53,4,2,21,3,2118238.0
3439435287861071516,sshd,8200,0,Accepted publickey for admin from 85.245.107.41,23,55,52,2,21,3,2118406.0
172823800,sudo,5930,0,ubuntu : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,0,20,24,3,22,3,2119878.0
3439435287861071516,systemd,2574,0,Started System maintenance,0,52,44,3,22,3,2121818.0
171056740,sshd,6118,0,Failed password for backup from 10.0.0.50 port 59177,0,54,32,3,22,3,2121926.0
171056740,cron,8126,0,Started System maintenance,1,11,33,3,22,3,2122947.0
3439435287861071516,service,5028,0,Started postgres service,1,28,23,3,22,3,2123957.0
172823800,sudo,6564,0,ubuntu : TTY=pts/1 ; COMMAND=systemctl restart nginx,1,32,32,3,22,3,2124206.0
172823800,cron,4384,0,Started Daily backup,1,38,6,3,22,3,2124540.0
172823800,service,6553,0,Started cron service,1,44,54,3,22,3,2124948.0
-5853922760334480549,systemd,2340,0,Started Daily backup,2,2,46,3,22,3,2126020.0
172823800,cron,1719,0,Started Daily backup,2,6,27,3,22,3,2126241.0
171056740,sshd,7238,0,Accepted publickey for ci-cd from 85.245.107.41,2,26,1,3,22,3,2127415.0
171056740,sshd,4363,0,Accepted publickey for ci-cd from 10.0.0.50,2,26,46,3,22,3,2127460.0
-5853922760334480549,service,1870,0,Started nginx service,2,28,29,3,22,3,2127563.0
3439435287861071516,sshd,4324,0,Accepted publickey for ci-cd from 192.168.1.100,2,39,7,3,22,3,2128201.0
172823800,systemd,5387,0,Started System maintenance,2,39,9,3,22,3,2128203.0
172823800,systemd,1910,0,Started Log rotation,3,3,37,3,22,3,2129671.0
171056740,sshd,2083,0,Accepted publickey for admin from 192.168.1.100,3,7,45,3,22,3,2129919.0
3439435287861071516,sudo,9712,0,deploy : TTY=pts/0 ; COMMAND=ls -la,3,36,9,3,22,3,2131623.0
3439435287861071516,sudo,9172,0,developer : TTY=pts/1 ; COMMAND=systemctl restart nginx,3,37,18,3,22,3,2131692.0
-5853922760334480549,cron,9976,0,Started System maintenance,3,40,51,3,22,3,2131905.0
171056740,cron,7095,0,Started Daily backup,3,46,36,3,22,3,2132250.0
172823800,cron,1268,0,Started System maintenance,3,48,49,3,22,3,2132383.0
171056740,cron,4815,0,Started System maintenance,3,54,13,3,22,3,2132707.0
-5853922760334480549,cron,9032,0,Started Daily backup,3,55,43,3,22,3,2132797.0
-5853922760334480549,sudo,5811,0,ubuntu : TTY=pts/0 ; COMMAND=ls -la,3,57,36,3,22,3,2132910.0
3439435287861071516,systemd,8645,0,Started System maintenance,4,2,22,3,22,3,2133196.0
3439435287861071516,systemd,2482,0,Started System maintenance,4,7,8,3,22,3,2133482.0
3439435287861071516,service,4620,0,Started nginx service,4,13,25,3,22,3,2133859.0
-5853922760334480549,proftpd,4452,0,"Connection from 85.245.107.41, user web_upload, command CWD /uploads",4,13,48,3,22,3,2133882.0
3439435287861071516,sshd,4474,0,Failed password for deploy from 10.0.0.50 port 51112,4,16,23,3,22,3,2134037.0
-5853922760334480549,cron,7775,0,Started System maintenance,4,18,35,3,22,3,2134169.0
172823800,sudo,6126,0,developer : TTY=pts/1 ; COMMAND=systemctl restart nginx,4,23,13,3,22,3,2134447.0
171056740,systemd,9011,0,Started System maintenance,5,0,28,3,22,3,2136682.0
-5853922760334480549,cron,7435,0,Started System maintenance,5,1,43,3,22,3,2136757.0
172823800,service,6519,0,Started cron service,5,3,14,3,22,3,2136848.0
172823800,systemd,8818,0,Started Daily backup,5,14,18,3,22,3,2137512.0
-5853922760334480549,sshd,8268,0,Accepted publickey for backup from 192.168.1.100,5,16,57,3,22,3,2137671.0
-5853922760334480549,sshd,7180,0,Accepted publickey for ci-cd from 172.16.0.25,5,24,54,3,22,3,2138148.0
171056740,systemd,3960,0,Started System maintenance,5,27,19,3,22,3,2138293.0
-5853922760334480549,systemd,9788,0,Started System maintenance,5,33,57,3,22,3,2138691.0
171056740,cron,6948,0,Started System maintenance,5,45,34,3,22,3,2139388.0
171056740,service,4982,0,Started mysql service,5,47,54,3,22,3,2139528.0
171056740,systemd,2439,0,Started System maintenance,5,50,7,3,22,3,2139661.0
-5853922760334480549,sudo,3658,0,developer : TTY=pts/0 ; COMMAND=git pull,5,59,37,3,22,3,2140231.0
-5853922760334480549,sshd,8812,0,Accepted publickey for admin from 172.16.0.25,6,20,56,3,22,3,2141510.0
171056740,systemd,2711,0,Started Daily backup,6,22,39,3,22,3,2141613.0
172823800,sudo,6986,0,backup : TTY=pts/0 ; COMMAND=git pull,6,42,27,3,22,3,2142801.0
172823800,sudo,4127,0,admin : TTY=pts/0 ; COMMAND=systemctl restart nginx,7,2,11,3,22,3,2143985.0
-5853922760334480549,systemd,1540,0,Started Log rotation,7,30,30,3,22,3,2145684.0
171056740,systemd,6816,0,Started Log rotation,7,44,10,3,22,3,2146504.0
3439435287861071516,systemd,6718,0,Started Daily backup,7,54,30,3,22,3,2147124.0
3439435287861071516,sudo,1538,0,admin : TTY=pts/2 ; COMMAND=apt update,7,56,1,3,22,3,2147215.0
3439435287861071516,sudo,5195,0,backup : TTY=pts/0 ; COMMAND=docker ps,8,0,19,3,22,3,2147473.0
3439435287861071516,cron,4414,0,Started Log rotation,8,5,27,3,22,3,2147781.0
171056740,systemd,6158,0,Started Daily backup,8,23,50,3,22,3,2148884.0
3439435287861071516,systemd,9814,0,Started Daily backup,8,33,43,3,22,3,2149477.0
172823800,service,9524,0,Started cron service,8,34,36,3,22,3,2149530.0
171056740,service,1593,0,Started nginx service,9,5,9,3,22,3,2151363.0
172823800,sshd,8368,0,Accepted publickey for developer from 192.168.1.100,9,8,58,3,22,3,2151592.0
-5853922760334480549,systemd,2632,0,Started Log rotation,9,28,26,3,22,3,2152760.0
172823800,sshd,7877,1,Failed password for guest from 51.15.20.30 port 57142,9,29,0,3,22,3,2152794.0
172823800,sshd,7872,1,Invalid user guest from 51.15.20.30,9,29,0,3,22,3,2152794.0
172823800,sshd,7874,1,Invalid user admin from 51.15.20.30,9,29,6,3,22,3,2152800.0
172823800,sshd,7873,1,Invalid user guest from 51.15.20.30,9,29,6,3,22,3,2152800.0
172823800,sshd,7881,1,Failed password for user123 from 51.15.20.30 port 42183,9,29,11,3,22,3,2152805.0
172823800,sshd,7886,1,Failed password for admin from 51.15.20.30 port 38817,9,29,42,3,22,3,2152836.0
172823800,sshd,7880,1,Failed password for root from 51.15.20.30 port 32181,9,30,2,3,22,3,2152856.0
172823800,sshd,7885,1,Failed password for user123 from 51.15.20.30 port 32034,9,30,8,3,22,3,2152862.0
172823800,sshd,7883,1,Failed password for root from 51.15.20.30 port 57243,9,30,16,3,22,3,2152870.0
172823800,sshd,7890,1,Failed password for oracle from 51.15.20.30 port 41376,9,30,37,3,22,3,2152891.0
172823800,sshd,7891,1,Failed password for oracle from 51.15.20.30 port 33528,9,30,46,3,22,3,2152900.0
172823800,sshd,7879,1,Failed password for test from 51.15.20.30 port 35444,9,30,54,3,22,3,2152908.0
172823800,sshd,7887,1,Failed password for admin from 51.15.20.30 port 32741,9,31,15,3,22,3,2152929.0
172823800,sshd,7878,1,Failed password for root from 51.15.20.30 port 48462,9,31,22,3,22,3,2152936.0
172823800,sshd,7875,1,Failed password for oracle from 51.15.20.30 port 52646,9,31,44,3,22,3,2152958.0
172823800,sshd,7884,1,Failed password for root from 51.15.20.30 port 32616,9,32,13,3,22,3,2152987.0
172823800,sshd,7889,1,Failed password for guest from 51.15.20.30 port 50421,9,32,34,3,22,3,2153008.0
172823800,sshd,7876,1,Failed password for test from 51.15.20.30 port 42870,9,32,50,3,22,3,2153024.0
172823800,sshd,7888,1,Failed password for admin from 51.15.20.30 port 37339,9,33,34,3,22,3,2153068.0
-5853922760334480549,service,5931,0,Started nginx service,9,33,35,3,22,3,2153069.0
172823800,sshd,7882,1,Failed password for test from 51.15.20.30 port 44308,9,33,47,3,22,3,2153081.0
3439435287861071516,sshd,2076,0,Accepted publickey for deploy from 192.168.1.100,9,40,55,3,22,3,2153509.0
171056740,systemd,5913,0,Started Log rotation,9,41,47,3,22,3,2153561.0
3439435287861071516,systemd,4503,0,Started Daily backup,9,43,59,3,22,3,2153693.0
171056740,cron,9240,0,Started System maintenance,10,7,6,3,22,3,2155080.0
171056740,sudo,6316,0,developer : TTY=pts/1 ; COMMAND=ls -la,10,10,55,3,22,3,2155309.0
3439435287861071516,sshd,8523,0,Accepted publickey for admin from 172.16.0.25,10,10,57,3,22,3,2155311.0
3439435287861071516,systemd,8331,0,Started Log rotation,10,23,10,3,22,3,2156044.0
171056740,service,8734,0,Started docker service,10,40,12,3,22,3,2157066.0
3439435287861071516,systemd,8158,0,Started System maintenance,10,52,40,3,22,3,2157814.0
171056740,sudo,1562,0,admin : TTY=pts/2 ; COMMAND=apt update,10,57,23,3,22,3,2158097.0
-5853922760334480549,systemd,3828,0,Started System maintenance,11,3,17,3,22,3,2158451.0
-5853922760334480549,sshd,9686,0,Accepted publickey for ci-cd from 172.16.0.25,11,5,10,3,22,3,2158564.0
-5853922760334480549,service,4875,0,Started redis service,11,13,30,3,22,3,2159064.0
172823800,cron,9704,0,Started Daily backup,11,19,43,3,22,3,2159437.0
171056740,service,1136,0,Started postgres service,11,20,45,3,22,3,2159499.0
3439435287861071516,service,7765,0,Started redis service,11,21,14,3,22,3,2159528.0
171056740,sudo,9354,0,backup : TTY=pts/1 ; COMMAND=docker ps,11,29,9,3,22,3,2160003.0
171056740,cron,2620,0,Started Daily backup,11,44,57,3,22,3,2160951.0
3439435287861071516,sudo,3023,0,admin : TTY=pts/0 ; COMMAND=ls -la,11,49,44,3,22,3,2161238.0
3439435287861071516,sudo,2372,0,ubuntu : TTY=pts/2 ; COMMAND=systemctl restart nginx,11,55,31,3,22,3,2161585.0
172823800,systemd,1207,0,Started System maintenance,12,7,45,3,22,3,2162319.0
171056740,cron,8967,0,Started Daily backup,12,12,5,3,22,3,2162579.0
172823800,service,8245,0,Started redis service,12,14,18,3,22,3,2162712.0
172823800,cron,2543,0,Started System maintenance,12,19,55,3,22,3,2163049.0
3439435287861071516,service,5682,0,Started nginx service,12,22,23,3,22,3,2163197.0
3439435287861071516,cron,7512,0,Started System maintenance,12,25,25,3,22,3,2163379.0
-5853922760334480549,sudo,2950,0,ci-cd : TTY=pts/2 ; COMMAND=cat /var/log/syslog,12,30,25,3,22,3,2163679.0
